"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	900	861	"ROOT"
"2"	1	2	890	861	"Genetic"
"3"	1	3	890	861	"Genetic"
"4"	1	4	888	861	"Genetic"
"5"	1	5	886	861	"Genetic"
"6"	1	6	886	861	"Genetic"
"7"	1	7	886	861	"Genetic"
"8"	1	8	886	861	"Genetic"
"9"	1	9	886	861	"Genetic"
"10"	1	10	886	861	"Genetic"
"11"	1	11	886	861	"Genetic"
"12"	1	12	886	861	"Genetic"
"13"	1	13	886	861	"Genetic"
"14"	1	14	886	861	"Genetic"
"15"	1	15	886	861	"Genetic"
"16"	1	16	886	861	"Genetic"
"17"	1	17	886	861	"Genetic"
"18"	4	18	886	861	"Genetic"
"19"	1	19	885	861	"Genetic"
"20"	16	20	885	861	"Genetic"
"21"	1	21	884	861	"Genetic"
"22"	19	22	884	861	"Genetic"
"23"	20	23	884	861	"Genetic"
"24"	20	24	884	861	"Genetic"
"25"	20	25	884	861	"Genetic"
"26"	20	26	884	861	"Genetic"
"27"	20	27	883	861	"Genetic"
"28"	24	28	882	861	"Genetic"
"29"	27	29	882	861	"Genetic"
"30"	9	30	881	861	"Genetic"
"31"	24	31	881	861	"Genetic"
"32"	24	32	881	861	"Genetic"
"33"	24	33	881	861	"Genetic"
"34"	24	34	881	861	"Genetic"
"35"	24	35	881	861	"Genetic"
"36"	27	36	881	861	"Genetic"
"37"	27	37	881	861	"Genetic"
"38"	1	38	880	861	"Genetic"
"39"	21	39	880	861	"Genetic"
"40"	21	40	880	861	"Genetic"
"41"	24	41	880	861	"Genetic"
"42"	24	42	880	861	"Genetic"
"43"	24	43	880	861	"Genetic"
"44"	24	44	880	861	"Genetic"
"45"	31	45	880	861	"Genetic"
"46"	1	46	879	861	"Genetic"
"47"	1	47	879	861	"Genetic"
"48"	21	48	879	861	"Genetic"
"49"	43	49	879	861	"Genetic"
"50"	45	50	879	861	"Genetic"
"51"	20	51	878	861	"Genetic"
"52"	24	52	878	861	"Genetic"
"53"	35	53	878	861	"Genetic"
"54"	24	54	877	861	"Genetic"
"55"	32	55	877	861	"Genetic"
"56"	32	56	877	861	"Genetic"
"57"	40	57	877	861	"Genetic"
"58"	43	58	877	861	"Genetic"
"59"	52	59	877	861	"Genetic"
"60"	20	60	876	861	"Genetic"
"61"	25	61	876	861	"Genetic"
"62"	36	62	876	861	"Genetic"
"63"	43	63	876	861	"Genetic"
"64"	43	64	876	861	"Genetic"
"65"	1	65	875	861	"Genetic"
"66"	24	66	875	861	"Genetic"
"67"	43	67	875	861	"Genetic"
"68"	2	68	874	861	"Genetic"
"69"	2	69	874	861	"Genetic"
"70"	21	70	874	861	"Genetic"
"71"	21	71	874	861	"Genetic"
"72"	30	72	874	861	"Genetic"
"73"	30	73	874	861	"Genetic"
"74"	65	74	874	861	"Genetic"
"75"	5	75	873	861	"Genetic"
"76"	7	76	873	861	"Genetic"
"77"	7	77	873	861	"Genetic"
"78"	9	78	873	861	"Genetic"
"79"	24	79	873	861	"Genetic"
"80"	24	80	873	861	"Genetic"
"81"	30	81	873	861	"Genetic"
"82"	43	82	873	861	"Genetic"
"83"	3	83	872	861	"Genetic"
"84"	3	84	872	861	"Genetic"
"85"	3	85	872	861	"Genetic"
"86"	3	86	872	861	"Genetic"
"87"	9	87	872	861	"Genetic"
"88"	9	88	872	861	"Genetic"
"89"	13	89	872	861	"Genetic"
"90"	13	90	872	861	"Genetic"
"91"	15	91	872	861	"Genetic"
"92"	23	92	872	861	"Genetic"
"93"	30	93	872	861	"Genetic"
"94"	30	94	872	861	"Genetic"
"95"	30	95	872	861	"Genetic"
"96"	30	96	872	861	"Genetic"
"97"	31	97	872	861	"Genetic"
"98"	35	98	872	861	"Genetic"
"99"	35	99	872	861	"Genetic"
"100"	60	100	872	861	"Genetic"
"101"	73	101	872	861	"Genetic"
"102"	74	102	872	861	"Genetic"
"103"	74	103	872	861	"Genetic"
"104"	74	104	872	861	"Genetic"
"105"	81	105	872	861	"Genetic"
"106"	4	106	871	861	"Genetic"
"107"	5	107	871	861	"Genetic"
"108"	8	108	871	861	"Genetic"
"109"	10	109	871	861	"Genetic"
"110"	13	110	871	861	"Genetic"
"111"	16	111	871	861	"Genetic"
"112"	23	112	871	861	"Genetic"
"113"	23	113	871	861	"Genetic"
"114"	30	114	871	861	"Genetic"
"115"	30	115	871	861	"Genetic"
"116"	30	116	871	861	"Genetic"
"117"	30	117	871	861	"Genetic"
"118"	30	118	871	861	"Genetic"
"119"	31	119	871	861	"Genetic"
"120"	42	120	871	861	"Genetic"
"121"	53	121	871	861	"Genetic"
"122"	67	122	871	861	"Genetic"
"123"	98	123	871	861	"Genetic"
"124"	104	124	871	861	"Genetic"
"125"	2	125	870	861	"Genetic"
"126"	2	126	870	861	"Genetic"
"127"	2	127	870	861	"Genetic"
"128"	3	128	870	861	"Genetic"
"129"	3	129	870	861	"Genetic"
"130"	8	130	870	861	"Genetic"
"131"	9	131	870	861	"Genetic"
"132"	13	132	870	861	"Genetic"
"133"	14	133	870	861	"Genetic"
"134"	14	134	870	861	"Genetic"
"135"	14	135	870	861	"Genetic"
"136"	15	136	870	861	"Genetic"
"137"	15	137	870	861	"Genetic"
"138"	18	138	870	861	"Genetic"
"139"	24	139	870	861	"Genetic"
"140"	30	140	870	861	"Genetic"
"141"	35	141	870	861	"Genetic"
"142"	62	142	870	861	"Genetic"
"143"	62	143	870	861	"Genetic"
"144"	81	144	870	861	"Genetic"
"145"	83	145	870	861	"Genetic"
"146"	92	146	870	861	"Genetic"
"147"	103	147	870	861	"Genetic"
"148"	123	148	870	861	"Genetic"
