"longitude" "latitude"
"1" -104.342105263158 38.4473684210526
"2" -100.078947368421 38.4473684210526
"3" -95.8157894736842 38.4473684210526
"4" -112.868421052632 33.3421052631579
"5" -104.342105263158 33.3421052631579
"6" -100.078947368421 33.3421052631579
"7" -95.8157894736842 33.3421052631579
"8" -91.5526315789474 33.3421052631579
"9" -87.2894736842105 33.3421052631579
"10" -83.0263157894737 33.3421052631579
"11" -104.342105263158 28.2368421052632
"12" -104.342105263158 23.1315789473684
"13" -100.078947368421 18.0263157894737
"14" -95.8157894736842 18.0263157894737
"15" -91.5526315789474 18.0263157894737
"16" -87.2894736842105 18.0263157894737
"17" -87.2894736842105 12.921052631579
"18" -83.0263157894737 12.921052631579
"19" -70.2368421052632 12.921052631579
"20" -78.7631578947368 7.81578947368422
"21" -74.5 7.81578947368422
"22" -70.2368421052632 7.81578947368422
"23" -65.9736842105263 7.81578947368422
"24" -61.7105263157895 7.81578947368422
"25" -78.7631578947368 2.71052631578948
"26" -74.5 2.71052631578948
"27" -70.2368421052632 2.71052631578948
"28" -65.9736842105263 2.71052631578948
"29" -61.7105263157895 2.71052631578948
"30" -57.4473684210526 2.71052631578948
"31" -53.1842105263158 2.71052631578948
"32" -78.7631578947368 -2.39473684210526
"33" -74.5 -2.39473684210526
"34" -70.2368421052632 -2.39473684210526
"35" -65.9736842105263 -2.39473684210526
"36" -61.7105263157895 -2.39473684210526
"37" -57.4473684210526 -2.39473684210526
"38" -53.1842105263158 -2.39473684210526
"39" -48.9210526315789 -2.39473684210526
"40" -44.6578947368421 -2.39473684210526
"41" -40.3947368421052 -2.39473684210526
"42" -78.7631578947368 -7.49999999999999
"43" -74.5 -7.49999999999999
"44" -70.2368421052632 -7.49999999999999
"45" -65.9736842105263 -7.49999999999999
"46" -61.7105263157895 -7.49999999999999
"47" -57.4473684210526 -7.49999999999999
"48" -53.1842105263158 -7.49999999999999
"49" -48.9210526315789 -7.49999999999999
"50" -44.6578947368421 -7.49999999999999
"51" -40.3947368421052 -7.49999999999999
"52" -36.1315789473684 -7.49999999999999
"53" -74.5 -12.6052631578947
"54" -70.2368421052632 -12.6052631578947
"55" -65.9736842105263 -12.6052631578947
"56" -61.7105263157895 -12.6052631578947
"57" -57.4473684210526 -12.6052631578947
"58" -53.1842105263158 -12.6052631578947
"59" -48.9210526315789 -12.6052631578947
"60" -44.6578947368421 -12.6052631578947
"61" -40.3947368421052 -12.6052631578947
"62" -70.2368421052632 -17.7105263157895
"63" -65.9736842105263 -17.7105263157895
"64" -61.7105263157895 -17.7105263157895
"65" -57.4473684210526 -17.7105263157895
"66" -53.1842105263158 -17.7105263157895
"67" -48.9210526315789 -17.7105263157895
"68" -44.6578947368421 -17.7105263157895
"69" -40.3947368421052 -17.7105263157895
"70" -70.2368421052632 -22.8157894736842
"71" -65.9736842105263 -22.8157894736842
"72" -61.7105263157895 -22.8157894736842
"73" -57.4473684210526 -22.8157894736842
"74" -53.1842105263158 -22.8157894736842
"75" -48.9210526315789 -22.8157894736842
"76" -44.6578947368421 -22.8157894736842
"77" -70.2368421052632 -27.9210526315789
"78" -65.9736842105263 -27.9210526315789
"79" -61.7105263157895 -27.9210526315789
"80" -57.4473684210526 -27.9210526315789
"81" -53.1842105263158 -27.9210526315789
"82" -48.9210526315789 -27.9210526315789
"83" -70.2368421052632 -33.0263157894737
"84" -65.9736842105263 -33.0263157894737
"85" -61.7105263157895 -33.0263157894737
"86" -57.4473684210526 -33.0263157894737
"87" -53.1842105263158 -33.0263157894737
"88" -70.2368421052632 -38.1315789473684
"89" -65.9736842105263 -38.1315789473684
"90" -61.7105263157895 -38.1315789473684
"91" -57.4473684210526 -38.1315789473684
"92" -74.5 -43.2368421052632
"93" -70.2368421052632 -43.2368421052632
"94" -65.9736842105263 -43.2368421052632
"95" -74.5 -48.3421052631579
"96" -70.2368421052632 -48.3421052631579
"97" -74.5 -53.4473684210526
"98" -70.2368421052632 -53.4473684210526
