"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	900	857	"ROOT"
"2"	1	2	889	857	"Genetic"
"3"	1	3	886	857	"Genetic"
"4"	1	4	885	857	"Genetic"
"5"	1	5	884	857	"Genetic"
"6"	1	6	884	857	"Genetic"
"7"	1	7	884	857	"Genetic"
"8"	1	8	884	857	"Genetic"
"9"	1	9	884	857	"Genetic"
"10"	1	10	882	857	"Genetic"
"11"	1	11	882	857	"Genetic"
"12"	1	12	882	857	"Genetic"
"13"	1	13	882	857	"Genetic"
"14"	1	14	882	857	"Genetic"
"15"	1	15	882	857	"Genetic"
"16"	1	16	881	857	"Genetic"
"17"	1	17	881	857	"Genetic"
"18"	8	18	881	857	"Genetic"
"19"	1	19	880	857	"Genetic"
"20"	1	20	880	857	"Genetic"
"21"	9	21	880	857	"Genetic"
"22"	17	22	880	857	"Genetic"
"23"	1	23	879	857	"Genetic"
"24"	1	24	879	857	"Genetic"
"25"	1	25	878	857	"Genetic"
"26"	18	26	878	857	"Genetic"
"27"	21	27	878	857	"Genetic"
"28"	24	28	878	857	"Genetic"
"29"	24	29	878	857	"Genetic"
"30"	19	30	877	857	"Genetic"
"31"	23	31	877	857	"Genetic"
"32"	24	32	877	857	"Genetic"
"33"	24	33	877	857	"Genetic"
"34"	24	34	877	857	"Genetic"
"35"	24	35	877	857	"Genetic"
"36"	29	36	877	857	"Genetic"
"37"	1	37	876	857	"Genetic"
"38"	15	38	876	857	"Genetic"
"39"	18	39	876	857	"Genetic"
"40"	23	40	876	857	"Genetic"
"41"	24	41	876	857	"Genetic"
"42"	24	42	876	857	"Genetic"
"43"	34	43	876	857	"Genetic"
"44"	36	44	876	857	"Genetic"
"45"	1	45	875	857	"Genetic"
"46"	1	46	875	857	"Genetic"
"47"	1	47	875	857	"Genetic"
"48"	17	48	875	857	"Genetic"
"49"	23	49	875	857	"Genetic"
"50"	27	50	875	857	"Genetic"
"51"	34	51	875	857	"Genetic"
"52"	38	52	875	857	"Genetic"
"53"	1	53	874	857	"Genetic"
"54"	1	54	874	857	"Genetic"
"55"	1	55	874	857	"Genetic"
"56"	1	56	874	857	"Genetic"
"57"	1	57	874	857	"Genetic"
"58"	21	58	874	857	"Genetic"
"59"	21	59	874	857	"Genetic"
"60"	23	60	874	857	"Genetic"
"61"	23	61	874	857	"Genetic"
"62"	39	62	874	857	"Genetic"
"63"	39	63	874	857	"Genetic"
"64"	43	64	874	857	"Genetic"
"65"	46	65	874	857	"Genetic"
"66"	49	66	874	857	"Genetic"
"67"	1	67	873	857	"Genetic"
"68"	2	68	873	857	"Genetic"
"69"	30	69	873	857	"Genetic"
"70"	38	70	873	857	"Genetic"
"71"	60	71	873	857	"Genetic"
"72"	1	72	872	857	"Genetic"
"73"	54	73	872	857	"Genetic"
"74"	60	74	872	857	"Genetic"
"75"	2	75	871	857	"Genetic"
"76"	30	76	871	857	"Genetic"
"77"	39	77	871	857	"Genetic"
"78"	52	78	871	857	"Genetic"
"79"	54	79	871	857	"Genetic"
"80"	3	80	870	857	"Genetic"
"81"	7	81	870	857	"Genetic"
"82"	24	82	870	857	"Genetic"
"83"	27	83	870	857	"Genetic"
"84"	34	84	870	857	"Genetic"
"85"	40	85	870	857	"Genetic"
"86"	54	86	870	857	"Genetic"
"87"	54	87	870	857	"Genetic"
"88"	77	88	870	857	"Genetic"
"89"	2	89	869	857	"Genetic"
"90"	3	90	869	857	"Genetic"
"91"	4	91	869	857	"Genetic"
"92"	4	92	869	857	"Genetic"
"93"	4	93	869	857	"Genetic"
"94"	6	94	869	857	"Genetic"
"95"	10	95	869	857	"Genetic"
"96"	21	96	869	857	"Genetic"
"97"	50	97	869	857	"Genetic"
"98"	81	98	869	857	"Genetic"
"99"	2	99	868	857	"Genetic"
"100"	4	100	868	857	"Genetic"
"101"	4	101	868	857	"Genetic"
"102"	21	102	868	857	"Genetic"
"103"	39	103	868	857	"Genetic"
"104"	77	104	868	857	"Genetic"
"105"	89	105	868	857	"Genetic"
"106"	89	106	868	857	"Genetic"
"107"	14	107	867	857	"Genetic"
"108"	14	108	867	857	"Genetic"
"109"	14	109	867	857	"Genetic"
"110"	14	110	867	857	"Genetic"
"111"	21	111	867	857	"Genetic"
"112"	58	112	867	857	"Genetic"
"113"	80	113	867	857	"Genetic"
"114"	2	114	866	857	"Genetic"
"115"	9	115	866	857	"Genetic"
"116"	9	116	866	857	"Genetic"
"117"	22	117	866	857	"Genetic"
"118"	22	118	866	857	"Genetic"
"119"	27	119	866	857	"Genetic"
"120"	39	120	866	857	"Genetic"
"121"	39	121	866	857	"Genetic"
"122"	50	122	866	857	"Genetic"
"123"	53	123	866	857	"Genetic"
"124"	57	124	866	857	"Genetic"
"125"	86	125	866	857	"Genetic"
"126"	86	126	866	857	"Genetic"
"127"	91	127	866	857	"Genetic"
"128"	94	128	866	857	"Genetic"
"129"	94	129	866	857	"Genetic"
"130"	107	130	866	857	"Genetic"
"131"	111	131	866	857	"Genetic"
"132"	111	132	866	857	"Genetic"
"133"	111	133	866	857	"Genetic"
"134"	3	134	865	857	"Genetic"
"135"	3	135	865	857	"Genetic"
"136"	6	136	865	857	"Genetic"
"137"	9	137	865	857	"Genetic"
"138"	9	138	865	857	"Genetic"
"139"	9	139	865	857	"Genetic"
"140"	10	140	865	857	"Genetic"
"141"	11	141	865	857	"Genetic"
"142"	13	142	865	857	"Genetic"
"143"	13	143	865	857	"Genetic"
"144"	16	144	865	857	"Genetic"
"145"	19	145	865	857	"Genetic"
"146"	19	146	865	857	"Genetic"
"147"	20	147	865	857	"Genetic"
"148"	23	148	865	857	"Genetic"
"149"	23	149	865	857	"Genetic"
"150"	23	150	865	857	"Genetic"
"151"	24	151	865	857	"Genetic"
"152"	25	152	865	857	"Genetic"
"153"	32	153	865	857	"Genetic"
"154"	38	154	865	857	"Genetic"
"155"	48	155	865	857	"Genetic"
"156"	53	156	865	857	"Genetic"
"157"	57	157	865	857	"Genetic"
"158"	59	158	865	857	"Genetic"
"159"	66	159	865	857	"Genetic"
"160"	89	160	865	857	"Genetic"
"161"	91	161	865	857	"Genetic"
"162"	94	162	865	857	"Genetic"
"163"	97	163	865	857	"Genetic"
"164"	107	164	865	857	"Genetic"
"165"	118	165	865	857	"Genetic"
"166"	127	166	865	857	"Genetic"
"167"	2	167	864	857	"Genetic"
"168"	4	168	864	857	"Genetic"
"169"	5	169	864	857	"Genetic"
"170"	11	170	864	857	"Genetic"
"171"	17	171	864	857	"Genetic"
"172"	17	172	864	857	"Genetic"
"173"	17	173	864	857	"Genetic"
"174"	17	174	864	857	"Genetic"
"175"	21	175	864	857	"Genetic"
"176"	24	176	864	857	"Genetic"
"177"	24	177	864	857	"Genetic"
"178"	24	178	864	857	"Genetic"
"179"	24	179	864	857	"Genetic"
"180"	25	180	864	857	"Genetic"
"181"	25	181	864	857	"Genetic"
"182"	64	182	864	857	"Genetic"
"183"	89	183	864	857	"Genetic"
"184"	97	184	864	857	"Genetic"
"185"	98	185	864	857	"Genetic"
"186"	107	186	864	857	"Genetic"
"187"	121	187	864	857	"Genetic"
"188"	125	188	864	857	"Genetic"
"189"	125	189	864	857	"Genetic"
"190"	126	190	864	857	"Genetic"
"191"	127	191	864	857	"Genetic"
"192"	128	192	864	857	"Genetic"
"193"	131	193	864	857	"Genetic"
"194"	137	194	864	857	"Genetic"
"195"	145	195	864	857	"Genetic"
"196"	164	196	864	857	"Genetic"
"197"	2	197	863	857	"Genetic"
"198"	2	198	863	857	"Genetic"
"199"	4	199	863	857	"Genetic"
"200"	4	200	863	857	"Genetic"
"201"	4	201	863	857	"Genetic"
"202"	5	202	863	857	"Genetic"
"203"	13	203	863	857	"Genetic"
"204"	13	204	863	857	"Genetic"
"205"	13	205	863	857	"Genetic"
"206"	14	206	863	857	"Genetic"
"207"	16	207	863	857	"Genetic"
"208"	17	208	863	857	"Genetic"
"209"	18	209	863	857	"Genetic"
"210"	23	210	863	857	"Genetic"
"211"	24	211	863	857	"Genetic"
"212"	24	212	863	857	"Genetic"
"213"	29	213	863	857	"Genetic"
"214"	29	214	863	857	"Genetic"
"215"	29	215	863	857	"Genetic"
"216"	30	216	863	857	"Genetic"
"217"	30	217	863	857	"Genetic"
"218"	50	218	863	857	"Genetic"
"219"	69	219	863	857	"Genetic"
"220"	92	220	863	857	"Genetic"
"221"	97	221	863	857	"Genetic"
"222"	98	222	863	857	"Genetic"
"223"	98	223	863	857	"Genetic"
"224"	103	224	863	857	"Genetic"
"225"	107	225	863	857	"Genetic"
"226"	118	226	863	857	"Genetic"
"227"	134	227	863	857	"Genetic"
"228"	137	228	863	857	"Genetic"
"229"	137	229	863	857	"Genetic"
"230"	142	230	863	857	"Genetic"
"231"	142	231	863	857	"Genetic"
"232"	145	232	863	857	"Genetic"
"233"	171	233	863	857	"Genetic"
"234"	171	234	863	857	"Genetic"
"235"	174	235	863	857	"Genetic"
"236"	176	236	863	857	"Genetic"
"237"	192	237	863	857	"Genetic"
"238"	192	238	863	857	"Genetic"
"239"	2	239	862	857	"Genetic"
"240"	2	240	862	857	"Genetic"
"241"	2	241	862	857	"Genetic"
"242"	4	242	862	857	"Genetic"
"243"	4	243	862	857	"Genetic"
"244"	4	244	862	857	"Genetic"
"245"	11	245	862	857	"Genetic"
"246"	14	246	862	857	"Genetic"
"247"	14	247	862	857	"Genetic"
"248"	18	248	862	857	"Genetic"
"249"	25	249	862	857	"Genetic"
"250"	27	250	862	857	"Genetic"
"251"	29	251	862	857	"Genetic"
"252"	29	252	862	857	"Genetic"
"253"	29	253	862	857	"Genetic"
"254"	30	254	862	857	"Genetic"
"255"	32	255	862	857	"Genetic"
"256"	48	256	862	857	"Genetic"
"257"	50	257	862	857	"Genetic"
"258"	50	258	862	857	"Genetic"
"259"	54	259	862	857	"Genetic"
"260"	69	260	862	857	"Genetic"
"261"	69	261	862	857	"Genetic"
"262"	75	262	862	857	"Genetic"
"263"	75	263	862	857	"Genetic"
"264"	107	264	862	857	"Genetic"
"265"	107	265	862	857	"Genetic"
"266"	107	266	862	857	"Genetic"
"267"	107	267	862	857	"Genetic"
"268"	113	268	862	857	"Genetic"
"269"	119	269	862	857	"Genetic"
"270"	127	270	862	857	"Genetic"
"271"	137	271	862	857	"Genetic"
"272"	137	272	862	857	"Genetic"
"273"	137	273	862	857	"Genetic"
"274"	137	274	862	857	"Genetic"
"275"	145	275	862	857	"Genetic"
"276"	154	276	862	857	"Genetic"
"277"	157	277	862	857	"Genetic"
"278"	157	278	862	857	"Genetic"
"279"	157	279	862	857	"Genetic"
"280"	157	280	862	857	"Genetic"
"281"	170	281	862	857	"Genetic"
"282"	170	282	862	857	"Genetic"
"283"	209	283	862	857	"Genetic"
"284"	225	284	862	857	"Genetic"
