"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	900	868	"ROOT"
"2"	1	2	888	868	"Genetic"
"3"	1	3	888	868	"Genetic"
"4"	3	4	886	868	"Genetic"
"5"	1	5	885	868	"Genetic"
"6"	3	6	885	868	"Genetic"
"7"	1	7	884	868	"Genetic"
"8"	3	8	884	868	"Genetic"
"9"	6	9	884	868	"Genetic"
"10"	6	10	884	868	"Genetic"
"11"	6	11	884	868	"Genetic"
"12"	6	12	884	868	"Genetic"
"13"	6	13	883	868	"Genetic"
"14"	6	14	883	868	"Genetic"
"15"	6	15	883	868	"Genetic"
"16"	1	16	882	868	"Genetic"
"17"	6	17	882	868	"Genetic"
"18"	6	18	882	868	"Genetic"
"19"	6	19	882	868	"Genetic"
"20"	6	20	882	868	"Genetic"
"21"	6	21	881	868	"Genetic"
"22"	6	22	881	868	"Genetic"
"23"	6	23	881	868	"Genetic"
"24"	6	24	881	868	"Genetic"
"25"	15	25	881	868	"Genetic"
"26"	6	26	880	868	"Genetic"
"27"	17	27	880	868	"Genetic"
"28"	21	28	880	868	"Genetic"
"29"	21	29	880	868	"Genetic"
"30"	1	30	879	868	"Genetic"
"31"	11	31	879	868	"Genetic"
"32"	21	32	879	868	"Genetic"
"33"	21	33	879	868	"Genetic"
"34"	21	34	879	868	"Genetic"
"35"	21	35	879	868	"Genetic"
"36"	21	36	879	868	"Genetic"
"37"	23	37	879	868	"Genetic"
"38"	31	38	878	868	"Genetic"
"39"	32	39	878	868	"Genetic"
"40"	32	40	878	868	"Genetic"
"41"	32	41	878	868	"Genetic"
"42"	32	42	878	868	"Genetic"
"43"	32	43	878	868	"Genetic"
"44"	32	44	878	868	"Genetic"
"45"	32	45	878	868	"Genetic"
"46"	32	46	878	868	"Genetic"
"47"	34	47	878	868	"Genetic"
"48"	36	48	878	868	"Genetic"
"49"	1	49	877	868	"Genetic"
"50"	1	50	877	868	"Genetic"
"51"	1	51	877	868	"Genetic"
"52"	3	52	877	868	"Genetic"
"53"	34	53	877	868	"Genetic"
"54"	34	54	877	868	"Genetic"
"55"	34	55	877	868	"Genetic"
"56"	36	56	877	868	"Genetic"
"57"	41	57	877	868	"Genetic"
"58"	41	58	877	868	"Genetic"
"59"	1	59	876	868	"Genetic"
"60"	16	60	876	868	"Genetic"
"61"	20	61	876	868	"Genetic"
"62"	36	62	876	868	"Genetic"
"63"	36	63	876	868	"Genetic"
"64"	43	64	876	868	"Genetic"
"65"	43	65	876	868	"Genetic"
"66"	46	66	876	868	"Genetic"
"67"	6	67	875	868	"Genetic"
"68"	6	68	875	868	"Genetic"
"69"	6	69	875	868	"Genetic"
"70"	6	70	875	868	"Genetic"
"71"	6	71	875	868	"Genetic"
"72"	43	72	875	868	"Genetic"
"73"	43	73	875	868	"Genetic"
"74"	43	74	875	868	"Genetic"
"75"	43	75	875	868	"Genetic"
"76"	54	76	875	868	"Genetic"
"77"	55	77	875	868	"Genetic"
"78"	66	78	875	868	"Genetic"
"79"	1	79	874	868	"Genetic"
"80"	32	80	874	868	"Genetic"
"81"	43	81	874	868	"Genetic"
"82"	43	82	874	868	"Genetic"
"83"	67	83	874	868	"Genetic"
"84"	74	84	874	868	"Genetic"
"85"	76	85	874	868	"Genetic"
"86"	1	86	873	868	"Genetic"
"87"	1	87	873	868	"Genetic"
"88"	6	88	873	868	"Genetic"
"89"	7	89	873	868	"Genetic"
"90"	11	90	873	868	"Genetic"
"91"	11	91	873	868	"Genetic"
"92"	32	92	873	868	"Genetic"
"93"	51	93	873	868	"Genetic"
"94"	56	94	873	868	"Genetic"
"95"	67	95	873	868	"Genetic"
"96"	67	96	873	868	"Genetic"
"97"	72	97	873	868	"Genetic"
"98"	81	98	873	868	"Genetic"
"99"	6	99	872	868	"Genetic"
"100"	6	100	872	868	"Genetic"
"101"	11	101	872	868	"Genetic"
"102"	13	102	872	868	"Genetic"
"103"	13	103	872	868	"Genetic"
"104"	22	104	872	868	"Genetic"
"105"	56	105	872	868	"Genetic"
"106"	61	106	872	868	"Genetic"
"107"	65	107	872	868	"Genetic"
"108"	73	108	872	868	"Genetic"
"109"	81	109	872	868	"Genetic"
"110"	81	110	872	868	"Genetic"
"111"	81	111	872	868	"Genetic"
"112"	81	112	872	868	"Genetic"
"113"	81	113	872	868	"Genetic"
"114"	90	114	872	868	"Genetic"
"115"	96	115	872	868	"Genetic"
"116"	96	116	872	868	"Genetic"
"117"	1	117	871	868	"Genetic"
"118"	9	118	871	868	"Genetic"
"119"	11	119	871	868	"Genetic"
"120"	11	120	871	868	"Genetic"
"121"	12	121	871	868	"Genetic"
"122"	12	122	871	868	"Genetic"
"123"	14	123	871	868	"Genetic"
"124"	55	124	871	868	"Genetic"
"125"	55	125	871	868	"Genetic"
"126"	55	126	871	868	"Genetic"
"127"	61	127	871	868	"Genetic"
"128"	62	128	871	868	"Genetic"
"129"	67	129	871	868	"Genetic"
"130"	72	130	871	868	"Genetic"
"131"	72	131	871	868	"Genetic"
"132"	73	132	871	868	"Genetic"
"133"	90	133	871	868	"Genetic"
"134"	90	134	871	868	"Genetic"
"135"	96	135	871	868	"Genetic"
"136"	99	136	871	868	"Genetic"
"137"	1	137	870	868	"Genetic"
"138"	1	138	870	868	"Genetic"
"139"	6	139	870	868	"Genetic"
"140"	6	140	870	868	"Genetic"
"141"	6	141	870	868	"Genetic"
"142"	11	142	870	868	"Genetic"
"143"	54	143	870	868	"Genetic"
"144"	56	144	870	868	"Genetic"
"145"	72	145	870	868	"Genetic"
"146"	74	146	870	868	"Genetic"
"147"	90	147	870	868	"Genetic"
"148"	90	148	870	868	"Genetic"
"149"	90	149	870	868	"Genetic"
"150"	93	150	870	868	"Genetic"
"151"	96	151	870	868	"Genetic"
"152"	99	152	870	868	"Genetic"
"153"	135	153	870	868	"Genetic"
"154"	12	154	869	868	"Genetic"
"155"	39	155	869	868	"Genetic"
"156"	65	156	869	868	"Genetic"
"157"	65	157	869	868	"Genetic"
"158"	65	158	869	868	"Genetic"
"159"	72	159	869	868	"Genetic"
"160"	74	160	869	868	"Genetic"
"161"	100	161	869	868	"Genetic"
"162"	105	162	869	868	"Genetic"
"163"	115	163	869	868	"Genetic"
"164"	137	164	869	868	"Genetic"
"165"	137	165	869	868	"Genetic"
"166"	137	166	869	868	"Genetic"
"167"	137	167	869	868	"Genetic"
"168"	137	168	869	868	"Genetic"
"169"	140	169	869	868	"Genetic"
"170"	147	170	869	868	"Genetic"
"171"	4	171	868	868	"Genetic"
"172"	6	172	868	868	"Genetic"
"173"	11	173	868	868	"Genetic"
"174"	12	174	868	868	"Genetic"
"175"	34	175	868	868	"Genetic"
"176"	34	176	868	868	"Genetic"
"177"	65	177	868	868	"Genetic"
"178"	66	178	868	868	"Genetic"
"179"	93	179	868	868	"Genetic"
"180"	97	180	868	868	"Genetic"
"181"	106	181	868	868	"Genetic"
"182"	128	182	868	868	"Genetic"
"183"	130	183	868	868	"Genetic"
"184"	130	184	868	868	"Genetic"
"185"	142	185	868	868	"Genetic"
"186"	147	186	868	868	"Genetic"
"187"	151	187	868	868	"Genetic"
"188"	151	188	868	868	"Genetic"
"189"	155	189	868	868	"Genetic"
"190"	168	190	868	868	"Genetic"
"191"	168	191	868	868	"Genetic"
