"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	900	868	"ROOT"
"2"	1	2	889	868	"Genetic"
"3"	1	3	886	868	"Genetic"
"4"	1	4	886	868	"Genetic"
"5"	1	5	886	868	"Genetic"
"6"	1	6	886	868	"Genetic"
"7"	1	7	886	868	"Genetic"
"8"	3	8	885	868	"Genetic"
"9"	3	9	885	868	"Genetic"
"10"	6	10	885	868	"Genetic"
"11"	1	11	884	868	"Genetic"
"12"	1	12	884	868	"Genetic"
"13"	1	13	884	868	"Genetic"
"14"	1	14	884	868	"Genetic"
"15"	3	15	884	868	"Genetic"
"16"	3	16	883	868	"Genetic"
"17"	3	17	883	868	"Genetic"
"18"	11	18	882	868	"Genetic"
"19"	11	19	882	868	"Genetic"
"20"	11	20	882	868	"Genetic"
"21"	17	21	882	868	"Genetic"
"22"	17	22	882	868	"Genetic"
"23"	17	23	882	868	"Genetic"
"24"	21	24	881	868	"Genetic"
"25"	1	25	880	868	"Genetic"
"26"	9	26	880	868	"Genetic"
"27"	17	27	880	868	"Genetic"
"28"	17	28	880	868	"Genetic"
"29"	1	29	879	868	"Genetic"
"30"	17	30	879	868	"Genetic"
"31"	17	31	879	868	"Genetic"
"32"	20	32	879	868	"Genetic"
"33"	26	33	879	868	"Genetic"
"34"	1	34	878	868	"Genetic"
"35"	9	35	878	868	"Genetic"
"36"	17	36	878	868	"Genetic"
"37"	17	37	878	868	"Genetic"
"38"	17	38	878	868	"Genetic"
"39"	17	39	878	868	"Genetic"
"40"	17	40	878	868	"Genetic"
"41"	17	41	878	868	"Genetic"
"42"	24	42	878	868	"Genetic"
"43"	24	43	878	868	"Genetic"
"44"	26	44	878	868	"Genetic"
"45"	26	45	878	868	"Genetic"
"46"	29	46	878	868	"Genetic"
"47"	24	47	877	868	"Genetic"
"48"	26	48	877	868	"Genetic"
"49"	39	49	877	868	"Genetic"
"50"	1	50	876	868	"Genetic"
"51"	1	51	876	868	"Genetic"
"52"	24	52	876	868	"Genetic"
"53"	24	53	876	868	"Genetic"
"54"	24	54	876	868	"Genetic"
"55"	35	55	876	868	"Genetic"
"56"	36	56	876	868	"Genetic"
"57"	36	57	876	868	"Genetic"
"58"	37	58	876	868	"Genetic"
"59"	26	59	875	868	"Genetic"
"60"	26	60	875	868	"Genetic"
"61"	50	61	875	868	"Genetic"
"62"	11	62	874	868	"Genetic"
"63"	11	63	874	868	"Genetic"
"64"	24	64	874	868	"Genetic"
"65"	34	65	874	868	"Genetic"
"66"	36	66	874	868	"Genetic"
"67"	36	67	874	868	"Genetic"
"68"	36	68	874	868	"Genetic"
"69"	58	69	874	868	"Genetic"
"70"	58	70	874	868	"Genetic"
"71"	58	71	874	868	"Genetic"
"72"	58	72	874	868	"Genetic"
"73"	61	73	874	868	"Genetic"
"74"	61	74	874	868	"Genetic"
"75"	61	75	874	868	"Genetic"
"76"	24	76	873	868	"Genetic"
"77"	24	77	873	868	"Genetic"
"78"	24	78	873	868	"Genetic"
"79"	47	79	873	868	"Genetic"
"80"	73	80	873	868	"Genetic"
"81"	73	81	873	868	"Genetic"
"82"	73	82	873	868	"Genetic"
"83"	1	83	872	868	"Genetic"
"84"	1	84	872	868	"Genetic"
"85"	1	85	872	868	"Genetic"
"86"	1	86	872	868	"Genetic"
"87"	4	87	872	868	"Genetic"
"88"	12	88	872	868	"Genetic"
"89"	22	89	872	868	"Genetic"
"90"	24	90	872	868	"Genetic"
"91"	24	91	872	868	"Genetic"
"92"	24	92	872	868	"Genetic"
"93"	58	93	872	868	"Genetic"
"94"	58	94	872	868	"Genetic"
"95"	58	95	872	868	"Genetic"
"96"	70	96	872	868	"Genetic"
"97"	4	97	871	868	"Genetic"
"98"	4	98	871	868	"Genetic"
"99"	5	99	871	868	"Genetic"
"100"	7	100	871	868	"Genetic"
"101"	7	101	871	868	"Genetic"
"102"	24	102	871	868	"Genetic"
"103"	26	103	871	868	"Genetic"
"104"	49	104	871	868	"Genetic"
"105"	55	105	871	868	"Genetic"
"106"	71	106	871	868	"Genetic"
"107"	71	107	871	868	"Genetic"
"108"	71	108	871	868	"Genetic"
"109"	71	109	871	868	"Genetic"
"110"	79	110	871	868	"Genetic"
"111"	81	111	871	868	"Genetic"
"112"	81	112	871	868	"Genetic"
"113"	2	113	870	868	"Genetic"
"114"	7	114	870	868	"Genetic"
"115"	12	115	870	868	"Genetic"
"116"	21	116	870	868	"Genetic"
"117"	21	117	870	868	"Genetic"
"118"	21	118	870	868	"Genetic"
