"longitude" "latitude"
"1" -101.5 35.6111111111111
"2" -92.5 35.6111111111111
"3" -83.5 35.6111111111111
"4" -92.5 14.0555555555556
"5" -83.5 14.0555555555556
"6" -74.5 3.27777777777778
"7" -65.5 3.27777777777778
"8" -56.5 3.27777777777778
"9" -74.5 -7.5
"10" -65.5 -7.5
"11" -56.5 -7.5
"12" -47.5 -7.5
"13" -38.5 -7.5
"14" -65.5 -18.2777777777778
"15" -56.5 -18.2777777777778
"16" -47.5 -18.2777777777778
"17" -65.5 -29.0555555555556
"18" -56.5 -29.0555555555556
"19" -65.5 -39.8333333333333
"20" -74.5 -50.6111111111111
