"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	900	866	"ROOT"
"2"	1	2	885	866	"Genetic"
"3"	1	3	885	866	"Genetic"
"4"	1	4	884	866	"Genetic"
"5"	1	5	884	866	"Genetic"
"6"	1	6	884	866	"Genetic"
"7"	1	7	884	866	"Genetic"
"8"	1	8	883	866	"Genetic"
"9"	1	9	883	866	"Genetic"
"10"	1	10	882	866	"Genetic"
"11"	1	11	882	866	"Genetic"
"12"	1	12	882	866	"Genetic"
"13"	1	13	882	866	"Genetic"
"14"	1	14	882	866	"Genetic"
"15"	1	15	882	866	"Genetic"
"16"	1	16	882	866	"Genetic"
"17"	1	17	882	866	"Genetic"
"18"	1	18	882	866	"Genetic"
"19"	1	19	882	866	"Genetic"
"20"	1	20	881	866	"Genetic"
"21"	1	21	880	866	"Genetic"
"22"	1	22	880	866	"Genetic"
"23"	1	23	880	866	"Genetic"
"24"	14	24	880	866	"Genetic"
"25"	15	25	880	866	"Genetic"
"26"	1	26	879	866	"Genetic"
"27"	1	27	879	866	"Genetic"
"28"	1	28	879	866	"Genetic"
"29"	15	29	879	866	"Genetic"
"30"	18	30	879	866	"Genetic"
"31"	24	31	879	866	"Genetic"
"32"	1	32	878	866	"Genetic"
"33"	11	33	878	866	"Genetic"
"34"	15	34	878	866	"Genetic"
"35"	16	35	878	866	"Genetic"
"36"	24	36	878	866	"Genetic"
"37"	24	37	878	866	"Genetic"
"38"	24	38	878	866	"Genetic"
"39"	16	39	877	866	"Genetic"
"40"	32	40	877	866	"Genetic"
"41"	36	41	877	866	"Genetic"
"42"	36	42	877	866	"Genetic"
"43"	11	43	876	866	"Genetic"
"44"	32	44	876	866	"Genetic"
"45"	32	45	876	866	"Genetic"
"46"	32	46	876	866	"Genetic"
"47"	36	47	876	866	"Genetic"
"48"	36	48	876	866	"Genetic"
"49"	39	49	876	866	"Genetic"
"50"	39	50	876	866	"Genetic"
"51"	39	51	876	866	"Genetic"
"52"	11	52	875	866	"Genetic"
"53"	32	53	875	866	"Genetic"
"54"	48	54	875	866	"Genetic"
"55"	11	55	874	866	"Genetic"
"56"	11	56	874	866	"Genetic"
"57"	11	57	874	866	"Genetic"
"58"	16	58	874	866	"Genetic"
"59"	36	59	874	866	"Genetic"
"60"	53	60	874	866	"Genetic"
"61"	48	61	873	866	"Genetic"
"62"	48	62	873	866	"Genetic"
"63"	52	63	873	866	"Genetic"
"64"	56	64	873	866	"Genetic"
"65"	60	65	873	866	"Genetic"
"66"	60	66	873	866	"Genetic"
"67"	60	67	873	866	"Genetic"
"68"	43	68	872	866	"Genetic"
"69"	53	69	872	866	"Genetic"
"70"	60	70	872	866	"Genetic"
"71"	61	71	871	866	"Genetic"
"72"	5	72	870	866	"Genetic"
"73"	5	73	870	866	"Genetic"
"74"	14	74	870	866	"Genetic"
"75"	16	75	870	866	"Genetic"
"76"	36	76	870	866	"Genetic"
"77"	47	77	870	866	"Genetic"
"78"	47	78	870	866	"Genetic"
"79"	47	79	870	866	"Genetic"
"80"	60	80	870	866	"Genetic"
"81"	61	81	870	866	"Genetic"
"82"	63	82	870	866	"Genetic"
"83"	1	83	869	866	"Genetic"
"84"	2	84	869	866	"Genetic"
"85"	2	85	869	866	"Genetic"
"86"	3	86	869	866	"Genetic"
"87"	5	87	869	866	"Genetic"
"88"	5	88	869	866	"Genetic"
"89"	5	89	869	866	"Genetic"
"90"	15	90	869	866	"Genetic"
"91"	39	91	869	866	"Genetic"
"92"	61	92	869	866	"Genetic"
"93"	61	93	869	866	"Genetic"
"94"	62	94	869	866	"Genetic"
"95"	15	95	868	866	"Genetic"
"96"	62	96	868	866	"Genetic"
"97"	70	97	868	866	"Genetic"
"98"	84	98	868	866	"Genetic"
"99"	84	99	868	866	"Genetic"
"100"	5	100	867	866	"Genetic"
"101"	5	101	867	866	"Genetic"
"102"	11	102	867	866	"Genetic"
"103"	11	103	867	866	"Genetic"
"104"	39	104	867	866	"Genetic"
"105"	39	105	867	866	"Genetic"
"106"	45	106	867	866	"Genetic"
"107"	61	107	867	866	"Genetic"
"108"	84	108	867	866	"Genetic"
"109"	98	109	867	866	"Genetic"
"110"	2	110	866	866	"Genetic"
"111"	3	111	866	866	"Genetic"
"112"	4	112	866	866	"Genetic"
"113"	8	113	866	866	"Genetic"
"114"	17	114	866	866	"Genetic"
"115"	17	115	866	866	"Genetic"
"116"	23	116	866	866	"Genetic"
"117"	30	117	866	866	"Genetic"
"118"	40	118	866	866	"Genetic"
"119"	67	119	866	866	"Genetic"
"120"	67	120	866	866	"Genetic"
"121"	73	121	866	866	"Genetic"
"122"	73	122	866	866	"Genetic"
"123"	84	123	866	866	"Genetic"
"124"	84	124	866	866	"Genetic"
"125"	84	125	866	866	"Genetic"
"126"	84	126	866	866	"Genetic"
"127"	85	127	866	866	"Genetic"
"128"	104	128	866	866	"Genetic"
