"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	900	866	"ROOT"
"2"	1	2	890	866	"Genetic"
"3"	2	3	888	866	"Genetic"
"4"	2	4	886	866	"Genetic"
"5"	2	5	886	866	"Genetic"
"6"	2	6	885	866	"Genetic"
"7"	2	7	883	866	"Genetic"
"8"	2	8	882	866	"Genetic"
"9"	2	9	882	866	"Genetic"
"10"	2	10	882	866	"Genetic"
"11"	2	11	882	866	"Genetic"
"12"	2	12	882	866	"Genetic"
"13"	7	13	882	866	"Genetic"
"14"	7	14	880	866	"Genetic"
"15"	8	15	880	866	"Genetic"
"16"	8	16	880	866	"Genetic"
"17"	11	17	880	866	"Genetic"
"18"	8	18	879	866	"Genetic"
"19"	14	19	879	866	"Genetic"
"20"	8	20	878	866	"Genetic"
"21"	8	21	878	866	"Genetic"
"22"	8	22	878	866	"Genetic"
"23"	8	23	878	866	"Genetic"
"24"	8	24	878	866	"Genetic"
"25"	8	25	878	866	"Genetic"
"26"	12	26	878	866	"Genetic"
"27"	13	27	878	866	"Genetic"
"28"	8	28	877	866	"Genetic"
"29"	17	29	877	866	"Genetic"
"30"	22	30	877	866	"Genetic"
"31"	8	31	876	866	"Genetic"
"32"	8	32	876	866	"Genetic"
"33"	8	33	876	866	"Genetic"
"34"	8	34	876	866	"Genetic"
"35"	8	35	876	866	"Genetic"
"36"	8	36	876	866	"Genetic"
"37"	8	37	876	866	"Genetic"
"38"	14	38	876	866	"Genetic"
"39"	2	39	875	866	"Genetic"
"40"	11	40	875	866	"Genetic"
"41"	22	41	875	866	"Genetic"
"42"	22	42	875	866	"Genetic"
"43"	33	43	875	866	"Genetic"
"44"	37	44	875	866	"Genetic"
"45"	7	45	874	866	"Genetic"
"46"	8	46	874	866	"Genetic"
"47"	11	47	874	866	"Genetic"
"48"	23	48	874	866	"Genetic"
"49"	37	49	874	866	"Genetic"
"50"	44	50	874	866	"Genetic"
"51"	23	51	873	866	"Genetic"
"52"	26	52	873	866	"Genetic"
"53"	35	53	873	866	"Genetic"
"54"	43	54	873	866	"Genetic"
"55"	23	55	872	866	"Genetic"
"56"	23	56	872	866	"Genetic"
"57"	23	57	872	866	"Genetic"
"58"	23	58	872	866	"Genetic"
"59"	33	59	872	866	"Genetic"
"60"	33	60	872	866	"Genetic"
"61"	33	61	872	866	"Genetic"
"62"	37	62	872	866	"Genetic"
"63"	37	63	872	866	"Genetic"
"64"	6	64	871	866	"Genetic"
"65"	14	65	871	866	"Genetic"
"66"	39	66	871	866	"Genetic"
"67"	54	67	871	866	"Genetic"
"68"	58	68	871	866	"Genetic"
"69"	62	69	871	866	"Genetic"
"70"	5	70	870	866	"Genetic"
"71"	5	71	870	866	"Genetic"
"72"	8	72	870	866	"Genetic"
"73"	33	73	870	866	"Genetic"
"74"	43	74	870	866	"Genetic"
"75"	44	75	870	866	"Genetic"
"76"	44	76	870	866	"Genetic"
"77"	55	77	870	866	"Genetic"
"78"	3	78	869	866	"Genetic"
"79"	3	79	869	866	"Genetic"
"80"	26	80	869	866	"Genetic"
"81"	44	81	869	866	"Genetic"
"82"	44	82	869	866	"Genetic"
"83"	44	83	869	866	"Genetic"
"84"	53	84	869	866	"Genetic"
"85"	70	85	869	866	"Genetic"
"86"	75	86	869	866	"Genetic"
"87"	75	87	869	866	"Genetic"
"88"	4	88	868	866	"Genetic"
"89"	11	89	868	866	"Genetic"
"90"	52	90	868	866	"Genetic"
"91"	55	91	868	866	"Genetic"
"92"	58	92	868	866	"Genetic"
"93"	59	93	868	866	"Genetic"
"94"	64	94	868	866	"Genetic"
"95"	64	95	868	866	"Genetic"
"96"	85	96	868	866	"Genetic"
"97"	4	97	867	866	"Genetic"
"98"	7	98	867	866	"Genetic"
"99"	9	99	867	866	"Genetic"
"100"	11	100	867	866	"Genetic"
"101"	12	101	867	866	"Genetic"
"102"	15	102	867	866	"Genetic"
"103"	35	103	867	866	"Genetic"
"104"	36	104	867	866	"Genetic"
"105"	58	105	867	866	"Genetic"
"106"	64	106	867	866	"Genetic"
"107"	79	107	867	866	"Genetic"
"108"	81	108	867	866	"Genetic"
"109"	88	109	867	866	"Genetic"
"110"	1	110	866	866	"Genetic"
"111"	1	111	866	866	"Genetic"
"112"	1	112	866	866	"Genetic"
"113"	2	113	866	866	"Genetic"
"114"	3	114	866	866	"Genetic"
"115"	3	115	866	866	"Genetic"
"116"	8	116	866	866	"Genetic"
"117"	29	117	866	866	"Genetic"
"118"	35	118	866	866	"Genetic"
"119"	59	119	866	866	"Genetic"
"120"	62	120	866	866	"Genetic"
"121"	78	121	866	866	"Genetic"
"122"	94	122	866	866	"Genetic"
"123"	106	123	866	866	"Genetic"
"124"	106	124	866	866	"Genetic"
